01-07-2015  04-17-00
    1     4.545       262
    2     4.565       264
    3     4.585       270
    4     4.605       271
    5     4.625       271
    6     4.625       277
    7     5.026       492
    8     5.046       470
    9     5.046       492
   10     5.066       470
   11     5.046       492
